Fecha	Temperatura (K)	Humedad (%)	Presion (Pa)	Device ID
2025-12-02 16:43:20	295.63	59.6	81436	24
2025-12-02 16:43:20	295.63	59.59	81434	24
2025-12-02 16:43:19	295.63	59.59	81433	24
2025-12-02 16:43:18	295.63	59.59	81436	24
2025-12-02 16:43:18	295.63	59.59	81435	24
2025-12-02 16:43:17	295.62	59.59	81435	24
2025-12-02 16:43:17	295.62	59.59	81436	24
2025-12-02 16:43:16	295.63	59.59	81436	24
2025-12-02 16:43:16	295.62	59.59	81437	24
2025-12-02 16:43:15	295.62	59.59	81436	24
2025-12-02 16:43:15	295.63	59.59	81436	24
2025-12-02 16:43:14	295.62	59.59	81437	24
2025-12-02 16:43:14	295.62	59.6	81436	24
2025-12-02 16:43:13	295.62	59.59	81435	24
2025-12-02 16:43:13	295.62	59.59	81438	24
2025-12-02 16:43:12	295.62	59.6	81438	24
2025-12-02 16:43:12	295.62	59.6	81439	24
2025-12-02 16:43:11	295.62	59.6	81440	24
2025-12-02 16:43:11	295.62	59.6	81438	24
2025-12-02 16:43:10	295.62	59.6	81437	24
2025-12-02 16:43:09	295.62	59.6	81437	24
2025-12-02 16:43:09	295.62	59.6	81439	24
2025-12-02 16:43:08	295.63	59.6	81441	24
2025-12-02 16:43:08	295.62	59.6	81440	24
2025-12-02 16:43:07	295.63	59.6	81438	24
2025-12-02 16:43:07	295.62	59.6	81437	24
2025-12-02 16:31:17	295.68	60.32	81438	24
2025-12-02 16:31:16	295.68	60.33	81437	24
2025-12-02 16:31:15	295.67	60.33	81437	24
2025-12-02 16:31:14	295.67	60.34	81440	24
2025-12-02 16:31:13	295.68	60.34	81437	24
2025-12-02 16:31:12	295.68	60.35	81437	24
2025-12-02 16:31:11	295.69	60.35	81439	24
2025-12-02 16:31:10	295.68	60.38	81434	24
2025-12-02 16:31:09	295.67	60.37	81433	24
2025-12-02 16:31:08	295.67	60.37	81436	24
2025-12-02 16:31:07	295.68	60.39	81436	24
2025-12-02 16:31:06	295.67	60.39	81438	24
2025-12-02 16:31:05	295.68	60.4	81438	24
2025-12-02 16:31:03	295.68	60.4	81438	24
2025-12-02 16:31:02	295.67	60.4	81439	24
2025-12-02 16:31:01	295.67	60.4	81436	24
2025-12-02 16:31:00	295.68	60.4	81439	24
2025-12-02 16:30:59	295.67	60.39	81443	24
2025-12-02 16:30:58	295.67	60.41	81441	24
2025-12-02 16:30:57	295.67	60.37	81437	24
2025-12-02 16:30:56	295.68	60.39	81437	24
2025-12-02 16:30:55	295.67	60.36	81437	24
2025-12-02 16:30:54	295.68	60.36	81441	24
2025-12-02 16:30:53	295.67	60.36	81440	24
2025-12-02 16:30:52	295.67	60.35	81439	24
2025-12-02 16:30:51	295.67	60.35	81435	24
2025-12-02 16:30:50	295.67	60.36	81443	24
2025-12-02 16:30:49	295.67	60.41	81440	24
2025-12-02 16:30:48	295.68	60.45	81443	24
2025-12-02 16:30:47	295.66	60.49	81439	24
2025-12-02 16:30:46	295.67	60.54	81443	24
2025-12-02 16:30:45	295.67	60.59	81440	24
2025-12-02 16:30:44	295.67	60.63	81440	24
2025-12-02 16:30:43	295.66	60.67	81438	24
2025-12-02 16:30:42	295.66	60.68	81438	24
2025-12-02 16:30:41	295.66	60.7	81439	24
2025-12-02 16:30:40	295.66	60.7	81437	24
2025-12-02 16:30:39	295.66	60.73	81443	24
2025-12-02 16:30:38	295.67	60.77	81441	24
2025-12-02 16:30:37	295.67	60.81	81442	24
2025-12-02 16:30:36	295.66	60.86	81440	24
2025-12-02 16:30:35	295.66	60.9	81440	24
2025-12-02 16:30:34	295.66	60.97	81441	24
2025-12-02 16:30:33	295.66	61.03	81440	24
2025-12-02 16:30:32	295.65	61.07	81442	24
2025-12-02 16:30:30	295.65	61.08	81442	24
2025-12-02 16:30:29	295.66	61.04	81441	24
2025-12-02 16:30:28	295.65	60.93	81440	24
2025-12-02 16:30:27	295.65	60.7	81441	24
2025-12-02 16:30:26	295.64	60.58	81438	24
2025-12-02 16:30:25	295.64	60.61	81441	24
2025-12-02 16:30:24	295.64	60.63	81440	24
2025-12-02 16:30:23	295.64	60.66	81440	24
2025-12-02 16:30:22	295.64	60.66	81442	24
2025-12-02 16:30:21	295.64	60.7	81441	24
2025-12-02 16:30:20	295.64	60.73	81443	24
2025-12-02 16:30:19	295.64	60.73	81442	24
2025-12-02 16:30:18	295.63	60.75	81441	24
2025-12-02 16:30:17	295.63	60.76	81441	24
